n_total,n_fd,n_nofd,n_train_full,n_train_quantum,n_test,n_qubits,reps,C,min_magn,auc_rbf_full,acc_rbf_full,auc_rbf_sub,acc_rbf_sub,auc_qsvm,acc_qsvm,delta_auc_fair,delta_auc_full
5942,2971,2971,4456,150,1486,4,2,1.0,0.0,0.8613266213687553,0.8223418573351279,0.8552211850759625,0.8156123822341858,0.727484335629627,0.6675639300134589,-0.12773684944633545,-0.13384228573912826
