n_total,n_fd,n_nofd,n_train_full,n_train_quantum,n_test,n_qubits,reps,C,min_magn,auc_rbf_full,acc_rbf_full,auc_rbf_sub,acc_rbf_sub,auc_qsvm,acc_qsvm,delta_auc_fair,delta_auc_full
5942,2971,2971,4456,250,1486,4,1,1.0,0.0,0.8613266213687553,0.8223418573351279,0.8535582892098347,0.8142664872139973,0.8170896061762634,0.7456258411843876,-0.036468683033571314,-0.0442370151924919
